x,y,color,delta,value
36.49999999999999,-88.9025409999999,#00d0e5,0.04,0.0017937729545279715,
36.49999999999999,-88.38254099999982,#00d0e5,0.04,0.0017648042599475856,
36.49999999999999,-88.34254099999981,#00d0e5,0.04,0.0021444881701788874,
36.49999999999999,-88.3025409999998,#00d0e5,0.04,0.0021133498543445322,
36.49999999999999,-88.2625409999998,#00d0e5,0.04,0.0017588736481535072,
36.49999999999999,-83.7425409999991,#00d0e5,0.04,0.0017906169888838495,
36.53999999999999,-88.42254099999982,#00d0e5,0.04,0.0016956499373844622,
36.53999999999999,-88.38254099999982,#00d0e5,0.04,0.002555643610101522,
36.53999999999999,-88.34254099999981,#00d0e5,0.04,0.003124505798002255,
36.53999999999999,-88.3025409999998,#00d0e5,0.04,0.003060343207487707,
36.53999999999999,-88.2625409999998,#00d0e5,0.04,0.0025103288905221352,
36.53999999999999,-88.2225409999998,#00d0e5,0.04,0.0019042253167497326,
36.53999999999999,-87.46254099999967,#00d0e5,0.04,0.001781041680666586,
36.53999999999999,-83.90254099999912,#00d0e5,0.04,0.001737686359808044,
36.53999999999999,-83.86254099999911,#00d0e5,0.04,0.0019738687513791717,
36.53999999999999,-83.8225409999991,#00d0e5,0.04,0.002446761219254104,
36.53999999999999,-83.7825409999991,#00d0e5,0.04,0.0030560647561964052,
36.53999999999999,-83.7425409999991,#00d0e5,0.04,0.003352082828912498,
36.53999999999999,-83.70254099999909,#00d0e5,0.04,0.0029824974271184593,
36.53999999999999,-83.66254099999908,#00d0e5,0.04,0.002114212742150735,
36.57999999999999,-88.42254099999982,#00d0e5,0.04,0.002017725864296259,
36.57999999999999,-88.38254099999982,#00d0e5,0.04,0.0030672632451175263,
36.57999999999999,-88.34254099999981,#00d0e5,0.04,0.003770519060823438,
36.57999999999999,-88.3025409999998,#00d0e5,0.04,0.0037095461326483612,
36.57999999999999,-88.2625409999998,#00d0e5,0.04,0.0030646765168374952,
36.57999999999999,-88.2225409999998,#00d0e5,0.04,0.0023436739283632835,
36.57999999999999,-88.18254099999979,#00d0e5,0.04,0.001826852083201419,
36.57999999999999,-87.54254099999969,#00d0e5,0.04,0.0019727355132574285,
36.57999999999999,-87.50254099999968,#00d0e5,0.04,0.0028195690841697533,
36.57999999999999,-87.46254099999967,#00d0e5,0.04,0.003201411499691359,
36.57999999999999,-87.42254099999967,#00d0e5,0.04,0.0029384717184225916,
36.57999999999999,-87.38254099999966,#00d0e5,0.04,0.00226418074913973,
36.57999999999999,-83.98254099999913,#00d0e5,0.04,0.001729271809020133,
36.57999999999999,-83.94254099999912,#00d0e5,0.04,0.002133792863427266,
36.57999999999999,-83.90254099999912,#00d0e5,0.04,0.002491728128280254,
36.57999999999999,-83.86254099999911,#00d0e5,0.04,0.002914209705961528,
36.57999999999999,-83.8225409999991,#00d0e5,0.04,0.0035950541199688234,
36.57999999999999,-83.7825409999991,#00d0e5,0.04,0.0044225957213327415,
36.57999999999999,-83.7425409999991,#00d0e5,0.04,0.004843865444695845,
36.57999999999999,-83.70254099999909,#00d0e5,0.04,0.004394400891613289,
36.57999999999999,-83.66254099999908,#00d0e5,0.04,0.0032621007942602895,
36.57999999999999,-83.62254099999907,#00d0e5,0.04,0.0020571082356586863,
36.61999999999999,-88.42254099999982,#00d0e5,0.04,0.002033842925936785,
36.61999999999999,-88.38254099999982,#00d0e5,0.04,0.0030545882754011377,
36.61999999999999,-88.34254099999981,#00d0e5,0.04,0.0037874954279193537,
36.61999999999999,-88.3025409999998,#00d0e5,0.04,0.0038157363257025683,
36.61999999999999,-88.2625409999998,#00d0e5,0.04,0.0032857899195671727,
36.61999999999999,-88.2225409999998,#00d0e5,0.04,0.0026546950825397033,
36.61999999999999,-88.18254099999979,#00d0e5,0.04,0.00217611142379152,
36.61999999999999,-88.14254099999978,#00d0e5,0.04,0.0018238413283834759,
36.61999999999999,-87.54254099999969,#00d0e5,0.04,0.0028625898336538773,
36.61999999999999,-87.50254099999968,#00d0e5,0.04,0.003964949260418104,
36.61999999999999,-87.46254099999967,#00d0e5,0.04,0.0043694011371539915,
36.61999999999999,-87.42254099999967,#00d0e5,0.04,0.0039060671927039314,
36.61999999999999,-87.38254099999966,#00d0e5,0.04,0.0029514413931049973,
36.61999999999999,-87.34254099999966,#00d0e5,0.04,0.002007210573815604,
36.61999999999999,-84.54254099999922,#00d0e5,0.04,0.001766050009612866,
