x,y,color,delta,value
33.14710000000012,130.25999999999965,#00d0e5,0.1,0.015210911810525979,
33.14710000000012,130.35999999999964,#00d0e5,0.1,0.018515883281596358,
33.14710000000012,130.45999999999964,#00d0e5,0.1,0.016126362854329838,
33.14710000000012,130.55999999999963,#00d0e5,0.1,0.012176871987473395,
33.247100000000124,130.15999999999966,#00d0e5,0.1,0.0200790755301811,
33.247100000000124,130.25999999999965,#00d0e5,0.1,0.023083785015318898,
33.247100000000124,130.35999999999964,#00d0e5,0.1,0.024136420046262576,
33.247100000000124,130.45999999999964,#00d0e5,0.1,0.02345500846211538,
33.247100000000124,130.55999999999963,#00d0e5,0.1,0.021151792360698987,
33.247100000000124,130.65999999999963,#00d0e5,0.1,0.012071137828974919,
33.347100000000125,130.05999999999966,#00d0e5,0.1,0.017558201930294233,
33.347100000000125,130.15999999999966,#00d0e5,0.1,0.02310461191584826,
33.347100000000125,130.25999999999965,#00d0e5,0.1,0.02560678855102464,
33.347100000000125,130.35999999999964,#00d0e5,0.1,0.026987511732362187,
33.347100000000125,130.45999999999964,#00d0e5,0.1,0.02653235181110108,
33.347100000000125,130.55999999999963,#00d0e5,0.1,0.023959480249524157,
33.347100000000125,130.65999999999963,#00d0e5,0.1,0.019596877326367314,
33.44710000000013,130.05999999999966,#00d0e5,0.1,0.019067020208879626,
33.44710000000013,130.15999999999966,#00d0e5,0.1,0.02393408293235158,
33.44710000000013,130.25999999999965,#00d0e5,0.1,0.026630637434650693,
33.44710000000013,130.35999999999964,#00d0e5,0.1,0.027912068933159534,
33.44710000000013,130.45999999999964,#00d0e5,0.1,0.028001522215234866,
33.44710000000013,130.55999999999963,#00d0e5,0.1,0.026537893894831178,
33.44710000000013,130.65999999999963,#00d0e5,0.1,0.023293962076392994,
33.44710000000013,130.75999999999962,#00d0e5,0.1,0.013966327164184745,
33.54710000000013,130.05999999999966,#00d0e5,0.1,0.018270342355784317,
33.54710000000013,130.15999999999966,#00d0e5,0.1,0.022567865836328076,
33.54710000000013,130.25999999999965,#00d0e5,0.1,0.025593505829196853,
33.54710000000013,130.35999999999964,#00d0e5,0.1,0.027772236260506098,
33.54710000000013,130.45999999999964,#00d0e5,0.1,0.028323205499537832,
33.54710000000013,130.55999999999963,#00d0e5,0.1,0.028094378802346862,
33.54710000000013,130.65999999999963,#00d0e5,0.1,0.025276769198939845,
33.54710000000013,130.75999999999962,#00d0e5,0.1,0.016570532603468295,
33.64710000000013,130.05999999999966,#00d0e5,0.1,0.016380811657159003,
33.64710000000013,130.15999999999966,#00d0e5,0.1,0.020108780271987342,
33.64710000000013,130.25999999999965,#00d0e5,0.1,0.02307465668165681,
33.64710000000013,130.35999999999964,#00d0e5,0.1,0.02576500541363723,
33.64710000000013,130.45999999999964,#00d0e5,0.1,0.02679639037856189,
33.64710000000013,130.55999999999963,#00d0e5,0.1,0.026849473290382973,
33.64710000000013,130.65999999999963,#00d0e5,0.1,0.023911282079139208,
33.64710000000013,130.75999999999962,#00d0e5,0.1,0.01458619221083442,
33.74710000000013,130.05999999999966,#00d0e5,0.1,0.012356023137400753,
33.74710000000013,130.15999999999966,#00d0e5,0.1,0.017002615548519666,
33.74710000000013,130.25999999999965,#00d0e5,0.1,0.019871595704694246,
33.74710000000013,130.35999999999964,#00d0e5,0.1,0.022309330768778102,
33.74710000000013,130.45999999999964,#00d0e5,0.1,0.024144247113141448,
33.74710000000013,130.55999999999963,#00d0e5,0.1,0.023648069758451764,
33.74710000000013,130.65999999999963,#00d0e5,0.1,0.01954895354998649,
33.74710000000013,130.75999999999962,#00d0e5,0.1,0.011392078722772944,
33.84710000000013,130.15999999999966,#00d0e5,0.1,0.011796312192080069,
33.84710000000013,130.25999999999965,#00d0e5,0.1,0.015385710798508877,
33.84710000000013,130.35999999999964,#00d0e5,0.1,0.017816138871395586,
33.84710000000013,130.45999999999964,#00d0e5,0.1,0.019494709975157634,
33.84710000000013,130.55999999999963,#00d0e5,0.1,0.017543669748282274,
34.047100000000135,135.25999999999937,#00d0e5,0.1,0.011396072711620311,
34.047100000000135,135.35999999999936,#00d0e5,0.1,0.012301364153435438,
34.14710000000014,132.35999999999953,#00d0e5,0.1,0.011399870721564419,
34.14710000000014,132.45999999999952,#00d0e5,0.1,0.011942472872844527,
34.14710000000014,132.55999999999952,#00d0e5,0.1,0.012233258338535698,
34.14710000000014,135.15999999999937,#00d0e5,0.1,0.013820773878485251,
34.14710000000014,135.25999999999937,#00d0e5,0.1,0.018100735223550476,
34.14710000000014,135.35999999999936,#00d0e5,0.1,0.02109993009073352,
34.14710000000014,135.45999999999935,#00d0e5,0.1,0.023006039501444777,
34.14710000000014,135.55999999999935,#00d0e5,0.1,0.020850716890175324,
