x,y,color,delta,value
52.5,75,#00d0e5,2.5,0.001738418803058588,
52.5,77.5,#00d0e5,2.5,0.0015376229438916929,
52.5,80,#00d0e5,2.5,0.0012569928659201689,
52.5,82.5,#00d0e5,2.5,0.0009173763560162819,
52.5,102.5,#00d0e5,2.5,0.0010262657248606224,
52.5,105,#00d0e5,2.5,0.001540856686363907,
52.5,107.5,#00d0e5,2.5,0.00201977191752854,
52.5,110,#00d0e5,2.5,0.0023807936481302304,
52.5,112.5,#00d0e5,2.5,0.002615957388663181,
52.5,115,#0089e1,2.5,0.002775110772715958,
52.5,117.5,#0089e1,2.5,0.0029137065136253227,
52.5,120,#0089e1,2.5,0.0030593368232948465,
52.5,122.5,#0089e1,2.5,0.0032209689918294027,
52.5,125,#0089e1,2.5,0.0034148619448693767,
52.5,127.5,#0089e1,2.5,0.0036562421639917456,
52.5,130,#0089e1,2.5,0.003912291814766127,
52.5,132.5,#0089e1,2.5,0.004089602055308822,
52.5,135,#0089e1,2.5,0.0041033270546002795,
52.5,137.5,#0089e1,2.5,0.003953539169909196,
52.5,140,#0089e1,2.5,0.0037162461662442765,
52.5,142.5,#0089e1,2.5,0.0034764977503214736,
52.5,145,#0089e1,2.5,0.0032844146668095974,
52.5,147.5,#0089e1,2.5,0.003148352543876,
52.5,150,#0089e1,2.5,0.003040744420956606,
52.5,152.5,#0089e1,2.5,0.0029150874071492247,
52.5,155,#0089e1,2.5,0.0027342598357950948,
52.5,157.5,#00d0e5,2.5,0.002488934678357833,
52.5,160,#00d0e5,2.5,0.0021938954216354787,
52.5,162.5,#00d0e5,2.5,0.001878141676117601,
52.5,165,#00d0e5,2.5,0.0015785475615990128,
52.5,167.5,#00d0e5,2.5,0.0013239209538052406,
52.5,170,#00d0e5,2.5,0.0011145786707401093,
52.5,172.5,#00d0e5,2.5,0.0009266744152845271,
55,5,#00d0e5,2.5,0.0009221893220506846,
55,7.5,#00d0e5,2.5,0.0017221389449471834,
55,10,#0089e1,2.5,0.0026938919120830947,
55,12.5,#0089e1,2.5,0.003419308290121667,
55,15,#0089e1,2.5,0.0034736919391899334,
55,17.5,#0089e1,2.5,0.0028371007541607954,
55,20,#00d0e5,2.5,0.0019226960436247496,
55,22.5,#00d0e5,2.5,0.0011736596513870663,
55,35,#00d0e5,2.5,0.0010073690176914275,
55,37.5,#00d0e5,2.5,0.0013836170302871315,
55,40,#00d0e5,2.5,0.0016745008216160723,
55,42.5,#00d0e5,2.5,0.0017582984667816363,
55,45,#00d0e5,2.5,0.001677913001142964,
55,47.5,#00d0e5,2.5,0.0016127061257032262,
55,50,#00d0e5,2.5,0.0017084034313745648,
55,52.5,#00d0e5,2.5,0.0019523229456876354,
55,55,#00d0e5,2.5,0.002215754423731074,
55,57.5,#00d0e5,2.5,0.0023909803763009128,
55,60,#00d0e5,2.5,0.0024688540494862627,
55,62.5,#00d0e5,2.5,0.002501704068645952,
55,65,#00d0e5,2.5,0.0025323687254312434,
55,67.5,#00d0e5,2.5,0.00257057458609778,
55,70,#00d0e5,2.5,0.0026021586648887532,
55,72.5,#00d0e5,2.5,0.002591161205868287,
55,75,#00d0e5,2.5,0.0024834824053865975,
55,77.5,#00d0e5,2.5,0.002231230158598128,
55,80,#00d0e5,2.5,0.0018271833167898765,
55,82.5,#00d0e5,2.5,0.0013267714817451228,
55,102.5,#00d0e5,2.5,0.001295847097478629,
55,105,#00d0e5,2.5,0.0019104125482059843,
55,107.5,#00d0e5,2.5,0.0024693336775746433,
55,110,#0089e1,2.5,0.002866454591054399,
55,112.5,#0089e1,2.5,0.0030911251676019906,
55,115,#0089e1,2.5,0.003212236866237662,
55,117.5,#0089e1,2.5,0.003310782021519105,
55,120,#0089e1,2.5,0.0034323270263542423,
55,122.5,#0089e1,2.5,0.0035932748796321298,
55,125,#0089e1,2.5,0.00380864955605966,
55,127.5,#0089e1,2.5,0.004081806959106684,
55,130,#0089e1,2.5,0.004356338994393907,
55,132.5,#0044dd,2.5,0.004514159292189991,
55,135,#0044dd,2.5,0.004463056598883279,
55,137.5,#0089e1,2.5,0.004221308192949452,
55,140,#0089e1,2.5,0.003897286440907523,
55,142.5,#0089e1,2.5,0.0036008789012863247,
55,145,#0089e1,2.5,0.0033855754697181624,
55,147.5,#0089e1,2.5,0.0032452889635838466,
55,150,#0089e1,2.5,0.0031346680831488725,
55,152.5,#0089e1,2.5,0.0029976469544362575,
55,155,#0089e1,2.5,0.0027984092651581827,
55,157.5,#00d0e5,2.5,0.002535642355705901,
55,160,#00d0e5,2.5,0.0022321761916797773,
55,162.5,#00d0e5,2.5,0.0019210575368212783,
55,165,#00d0e5,2.5,0.0016399181806180548,
55,167.5,#00d0e5,2.5,0.001415509736885489,
55,170,#00d0e5,2.5,0.0012407387728453863,
55,172.5,#00d0e5,2.5,0.001080030759057934,
55,175,#00d0e5,2.5,0.0009043739683954743,
57.5,5,#00d0e5,2.5,0.0010226035759816371,
57.5,7.5,#00d0e5,2.5,0.001704433392237765,
57.5,10,#00d0e5,2.5,0.0024872868327091837,
57.5,12.5,#0089e1,2.5,0.003042140933980785,
57.5,15,#0089e1,2.5,0.003035012352345059,
57.5,17.5,#00d0e5,2.5,0.0024644842350212124,
57.5,20,#00d0e5,2.5,0.0016854599844412955,
57.5,22.5,#00d0e5,2.5,0.0010651626985294267,
57.5,35,#00d0e5,2.5,0.0009535802825844598,
57.5,37.5,#00d0e5,2.5,0.0013499483011408635,
57.5,40,#00d0e5,2.5,0.0016722397682198474,
57.5,42.5,#00d0e5,2.5,0.0017760956571554688,
57.5,45,#00d0e5,2.5,0.0016950047982427783,
57.5,47.5,#00d0e5,2.5,0.0016188538576898297,
57.5,50,#00d0e5,2.5,0.0017146690048417128,
57.5,52.5,#00d0e5,2.5,0.001988901017211077,
57.5,55,#00d0e5,2.5,0.0023173166970379246,
57.5,57.5,#00d0e5,2.5,0.002573453474944004,
57.5,60,#0089e1,2.5,0.002718041440987698,
57.5,62.5,#0089e1,2.5,0.0027953475238456276,
57.5,65,#0089e1,2.5,0.0028791770390846744,
57.5,67.5,#0089e1,2.5,0.0030183335751051985,
57.5,70,#0089e1,2.5,0.0031962788601108934,
57.5,72.5,#0089e1,2.5,0.003322664134604581,
57.5,75,#0089e1,2.5,0.003276545964749088,
57.5,77.5,#0089e1,2.5,0.0029775038098092755,
57.5,80,#00d0e5,2.5,0.0024360624972820026,
57.5,82.5,#00d0e5,2.5,0.0017601170062722324,
57.5,85,#00d0e5,2.5,0.001111779201988394,
57.5,100,#00d0e5,2.5,0.0010069838372951509,
57.5,102.5,#00d0e5,2.5,0.0016012735476960598,
57.5,105,#00d0e5,2.5,0.0022740303016856164,
57.5,107.5,#0089e1,2.5,0.002875812892519176,
57.5,110,#0089e1,2.5,0.0032867051696032264,
57.5,112.5,#0089e1,2.5,0.003489677100394131,
57.5,115,#0089e1,2.5,0.003562350841735541,
57.5,117.5,#0089e1,2.5,0.003606277789710329,
57.5,120,#0089e1,2.5,0.0036877774436644487,
57.5,122.5,#0089e1,2.5,0.003833280170482495,
57.5,125,#0089e1,2.5,0.004052034044034129,
57.5,127.5,#0089e1,2.5,0.004329209841380397,
57.5,130,#0044dd,2.5,0.0045905684925712405,
57.5,132.5,#0044dd,2.5,0.004713832095304895,
57.5,135,#0044dd,2.5,0.00461725593354653,
57.5,137.5,#0089e1,2.5,0.004334733445334059,
57.5,140,#0089e1,2.5,0.003986500348980791,
57.5,142.5,#0089e1,2.5,0.0036850879071193493,
57.5,145,#0089e1,2.5,0.003475545658343612,
57.5,147.5,#0089e1,2.5,0.0033380355436736305,
57.5,150,#0089e1,2.5,0.0032181551286181984,
57.5,152.5,#0089e1,2.5,0.003060015129304171,
57.5,155,#0089e1,2.5,0.0028342517275416726,
57.5,157.5,#00d0e5,2.5,0.0025475597742211716,
57.5,160,#00d0e5,2.5,0.0022301056426888995,
57.5,162.5,#00d0e5,2.5,0.0019214728692498692,
57.5,165,#00d0e5,2.5,0.001663788566148856,
57.5,167.5,#00d0e5,2.5,0.0014820598575824842,
57.5,170,#00d0e5,2.5,0.0013581432745480172,
57.5,172.5,#00d0e5,2.5,0.0012403786258350646,
57.5,175,#00d0e5,2.5,0.001087726817611368,
57.5,177.5,#00d0e5,2.5,0.0008960821403757557,
60,5,#00d0e5,2.5,0.001048483639522524,
60,7.5,#00d0e5,2.5,0.0015110472973475049,
60,10,#00d0e5,2.5,0.001972908001539288,
60,12.5,#00d0e5,2.5,0.0022558454820588466,
60,15,#00d0e5,2.5,0.0021805291741320916,
60,17.5,#00d0e5,2.5,0.001767645884726806,
60,20,#00d0e5,2.5,0.0012526906582615072,
60,37.5,#00d0e5,2.5,0.0011615585105527286,
60,40,#00d0e5,2.5,0.0014527036984762767,
60,42.5,#00d0e5,2.5,0.0015618484345555198,
60,45,#00d0e5,2.5,0.0015141180732514076,
60,47.5,#00d0e5,2.5,0.0014759853627772284,
60,50,#00d0e5,2.5,0.001601218228980296,
60,52.5,#00d0e5,2.5,0.0019100049684999843,
60,55,#00d0e5,2.5,0.0023025457240018316,
60,57.5,#00d0e5,2.5,0.002652202024803658,
60,60,#0089e1,2.5,0.002887259290880788,
60,62.5,#0089e1,2.5,0.0030262703431613285,
60,65,#0089e1,2.5,0.0031625686358381327,
60,67.5,#0089e1,2.5,0.0033917395142731076,
60,70,#0089e1,2.5,0.003712838644760272,
60,72.5,#0089e1,2.5,0.003990367586695756,
60,75,#0089e1,2.5,0.004029531277003652,
60,77.5,#0089e1,2.5,0.0037050873063889174,
60,80,#0089e1,2.5,0.0030427065776100133,
60,82.5,#00d0e5,2.5,0.0022105567524072747,
60,85,#00d0e5,2.5,0.0014334410418264387,
60,97.5,#00d0e5,2.5,0.000906249119127425,
60,100,#00d0e5,2.5,0.0013591517781729697,
60,102.5,#00d0e5,2.5,0.001960248376396817,
60,105,#00d0e5,2.5,0.002619554806811011,
60,107.5,#0089e1,2.5,0.003201068223391118,
60,110,#0089e1,2.5,0.0035919965099246933,
60,112.5,#0089e1,2.5,0.0037701908504530614,
60,115,#0089e1,2.5,0.0038080783469925084,
60,117.5,#0089e1,2.5,0.0038142434992793186,
60,120,#0089e1,2.5,0.0038708312828974463,
60,122.5,#0089e1,2.5,0.004012439404976821,
60,125,#0089e1,2.5,0.004235023193433152,
60,127.5,#0044dd,2.5,0.0044958591534031665,
60,130,#0044dd,2.5,0.004706174193787376,
60,132.5,#0044dd,2.5,0.004761469884932478,
60,135,#0044dd,2.5,0.004614445638363315,
60,137.5,#0089e1,2.5,0.004319804674584786,
60,140,#0089e1,2.5,0.003994445284366564,
60,142.5,#0089e1,2.5,0.003732702429289892,
60,145,#0089e1,2.5,0.0035583299041487106,
60,147.5,#0089e1,2.5,0.0034367336756828005,
60,150,#0089e1,2.5,0.0033111705851319034,
60,152.5,#0089e1,2.5,0.003132826011430965,
60,155,#0089e1,2.5,0.0028802169238108907,
60,157.5,#00d0e5,2.5,0.0025649950223831795,
60,160,#00d0e5,2.5,0.0022237830447799836,
60,162.5,#00d0e5,2.5,0.0019073470113077143,
60,165,#00d0e5,2.5,0.0016670944454740288,
60,167.5,#00d0e5,2.5,0.0015255513327483419,
60,170,#00d0e5,2.5,0.0014504622462853738,
60,172.5,#00d0e5,2.5,0.0013745346674360753,
60,175,#00d0e5,2.5,0.0012475731545786735,
60,177.5,#00d0e5,2.5,0.0010628410018139831,
62.5,5,#00d0e5,2.5,0.0010054301821522983,
62.5,7.5,#00d0e5,2.5,0.00127475436018493,
62.5,10,#00d0e5,2.5,0.0014590794662400328,
62.5,12.5,#00d0e5,2.5,0.0015083384648598968,
62.5,15,#00d0e5,2.5,0.0013817715280391774,
62.5,17.5,#00d0e5,2.5,0.001120765164613201,
62.5,40,#00d0e5,2.5,0.001073129231783161,
62.5,42.5,#00d0e5,2.5,0.0011788906348122595,
62.5,45,#00d0e5,2.5,0.0011941633929473362,
62.5,47.5,#00d0e5,2.5,0.001237056166792241,
62.5,50,#00d0e5,2.5,0.0014200849653371716,
62.5,52.5,#00d0e5,2.5,0.0017680908514509197,
62.5,55,#00d0e5,2.5,0.002216914396867041,
62.5,57.5,#00d0e5,2.5,0.002657971053650847,
62.5,60,#0089e1,2.5,0.0029962374305289637,
62.5,62.5,#0089e1,2.5,0.0032147651120380625,
62.5,65,#0089e1,2.5,0.003403896900662077,
62.5,67.5,#0089e1,2.5,0.0036927782126619495,
62.5,70,#0089e1,2.5,0.004109235870022191,
62.5,72.5,#0044dd,2.5,0.004503284961106536,
62.5,75,#0044dd,2.5,0.00462858203761431,
62.5,77.5,#0089e1,2.5,0.0043158715676437165,
62.5,80,#0089e1,2.5,0.0035941093018728673,
62.5,82.5,#0089e1,2.5,0.002678685436845597,
62.5,85,#00d0e5,2.5,0.001844311603509222,
62.5,87.5,#00d0e5,2.5,0.0012744203005700659,
62.5,90,#00d0e5,2.5,0.0010009796288356515,
62.5,92.5,#00d0e5,2.5,0.0009647225073279971,
62.5,95,#00d0e5,2.5,0.0011076534859366354,
62.5,97.5,#00d0e5,2.5,0.001405760000330258,
62.5,100,#00d0e5,2.5,0.0018433561037482235,
62.5,102.5,#00d0e5,2.5,0.0023811274865595034,
62.5,105,#0089e1,2.5,0.0029444770079959447,
62.5,107.5,#0089e1,2.5,0.0034351287917348977,
62.5,110,#0089e1,2.5,0.0037689212941749584,
62.5,112.5,#0089e1,2.5,0.003923388954628284,
62.5,115,#0089e1,2.5,0.003954098825496597,
62.5,117.5,#0089e1,2.5,0.003960524949534058,
62.5,120,#0089e1,2.5,0.004030607705344031,
62.5,122.5,#0089e1,2.5,0.00420298676961135,
62.5,125,#0044dd,2.5,0.00445405769261682,
62.5,127.5,#0044dd,2.5,0.004702337076509545,
62.5,130,#0044dd,2.5,0.004839458118800289,
62.5,132.5,#0044dd,2.5,0.004790036462143387,
62.5,135,#0044dd,2.5,0.004562938321163743,
62.5,137.5,#0089e1,2.5,0.004248124401602164,
62.5,140,#0089e1,2.5,0.0039571059614819885,
62.5,142.5,#0089e1,2.5,0.00375429540915132,
62.5,145,#0089e1,2.5,0.003632771605336761,
62.5,147.5,#0089e1,2.5,0.0035414716866619396,
62.5,150,#0089e1,2.5,0.003424230241699662,
62.5,152.5,#0089e1,2.5,0.0032404782039468865,
62.5,155,#0089e1,2.5,0.002972488390091937,
62.5,157.5,#00d0e5,2.5,0.00263089174217171,
62.5,160,#00d0e5,2.5,0.0022581291229158383,
62.5,162.5,#00d0e5,2.5,0.0019218598044787474,
62.5,165,#00d0e5,2.5,0.0016870848099021247,
62.5,167.5,#00d0e5,2.5,0.0015718429384776321,
62.5,170,#00d0e5,2.5,0.001527259175244025,
62.5,172.5,#00d0e5,2.5,0.0014743065148493113,
62.5,175,#00d0e5,2.5,0.001361369980331314,
62.5,177.5,#00d0e5,2.5,0.0011835713823588779,
62.5,180,#00d0e5,2.5,0.0009640487146043646,
65,5,#00d0e5,2.5,0.0008980591216721047,
65,7.5,#00d0e5,2.5,0.001077194188175221,
65,10,#00d0e5,2.5,0.0011339232660332527,
65,12.5,#00d0e5,2.5,0.0010716681931748342,
65,15,#00d0e5,2.5,0.000922586287986728,
65,47.5,#00d0e5,2.5,0.0009862393166379356,
65,50,#00d0e5,2.5,0.0012247784618093906,
65,52.5,#00d0e5,2.5,0.0015998938175627786,
65,55,#00d0e5,2.5,0.0020827867212126682,
65,57.5,#00d0e5,2.5,0.0025953839730384815,
65,60,#0089e1,2.5,0.003036975159727866,
65,62.5,#0089e1,2.5,0.0033557209388724515,
65,65,#0089e1,2.5,0.003611177472650091,
65,67.5,#0089e1,2.5,0.003932088677224378,
