x,y,color,delta,value,
24.4371,132.0800000000003,#f7f4f9,0.09,0.0000053450809527647515,
24.4371,132.1700000000003,#f7f4f9,0.09,0.000005809590132578299,
24.4371,132.2600000000003,#f7f4f9,0.09,0.000011400182390258303,
24.4371,132.3500000000003,#f7f4f9,0.09,0.000011754772044507897,
24.4371,132.4400000000003,#f7f4f9,0.09,0.000011788458036303589,
24.4371,132.5300000000003,#f7f4f9,0.09,0.00001149847307797727,
24.4371,132.62000000000032,#f7f4f9,0.09,0.000005809590132575623,
24.4371,132.71000000000032,#f7f4f9,0.09,0.000005345080952761305,
24.4371,132.80000000000032,#f7f4f9,0.09,0.000005304131445274148,
24.4371,132.89000000000033,#f7f4f9,0.09,0.000005641863563137405,
24.4371,132.98000000000033,#f7f4f9,0.09,0.000005836696956616223,
24.4371,133.07000000000033,#f7f4f9,0.09,0.000005872837379933764,
24.4371,133.16000000000034,#f7f4f9,0.09,0.000005747315915078837,
24.4371,133.25000000000034,#f7f4f9,0.09,0.000005470391753353426,
24.4371,133.34000000000034,#f7f4f9,0.09,0,
24.4371,133.43000000000035,#f7f4f9,0.09,0,
24.4371,133.52000000000035,#f7f4f9,0.09,0,
24.4371,133.61000000000035,#f7f4f9,0.09,0,
24.4371,133.70000000000036,#f7f4f9,0.09,0,
24.4371,133.79000000000036,#f7f4f9,0.09,0,
24.4371,133.88000000000036,#f7f4f9,0.09,0,
24.4371,133.97000000000037,#f7f4f9,0.09,0,
24.4371,134.06000000000037,#f7f4f9,0.09,0,
24.4371,134.15000000000038,#f7f4f9,0.09,0,
24.4371,134.24000000000038,#f7f4f9,0.09,0,
24.4371,134.33000000000038,#f7f4f9,0.09,0,
24.4371,134.42000000000039,#f7f4f9,0.09,0,
24.4371,134.5100000000004,#f7f4f9,0.09,0.000005443338688319809,
24.4371,134.6000000000004,#f7f4f9,0.09,0.000005916386863249712,
24.4371,134.6900000000004,#f7f4f9,0.09,0.000006254376701875543,
24.4371,134.7800000000004,#f7f4f9,0.09,0.0000064305448401988305,
24.4371,134.8700000000004,#f7f4f9,0.09,0.000006430544840198069,
24.4371,134.9600000000004,#f7f4f9,0.09,0.000006254376701873321,
24.4371,135.0500000000004,#f7f4f9,0.09,0.000005916386863246209,
24.4371,135.1400000000004,#f7f4f9,0.09,0.000005443338688315297,
24.4371,135.23000000000042,#f7f4f9,0.09,0,
24.4371,135.32000000000042,#f7f4f9,0.09,0,
24.4371,135.41000000000042,#f7f4f9,0.09,0,
24.4371,135.50000000000043,#f7f4f9,0.09,0,
24.4371,135.59000000000043,#f7f4f9,0.09,0,
24.4371,135.68000000000043,#f7f4f9,0.09,0,
24.4371,135.77000000000044,#f7f4f9,0.09,0,
24.4371,135.86000000000044,#f7f4f9,0.09,0,
24.4371,135.95000000000044,#f7f4f9,0.09,0,
24.4371,136.04000000000045,#f7f4f9,0.09,0,
24.4371,136.13000000000045,#f7f4f9,0.09,0,
24.4371,136.22000000000045,#f7f4f9,0.09,0,
24.4371,136.31000000000046,#f7f4f9,0.09,0,
24.4371,136.40000000000046,#f7f4f9,0.09,0,
24.4371,136.49000000000046,#f7f4f9,0.09,0,
24.4371,136.58000000000047,#f7f4f9,0.09,0,
24.4371,136.67000000000047,#f7f4f9,0.09,0,
24.4371,136.76000000000047,#f7f4f9,0.09,0,
24.4371,136.85000000000048,#f7f4f9,0.09,0,
24.4371,136.94000000000048,#f7f4f9,0.09,0,
24.4371,137.03000000000048,#f7f4f9,0.09,0,
24.4371,137.1200000000005,#f7f4f9,0.09,0,
24.4371,137.2100000000005,#f7f4f9,0.09,0.0000054653730589680465,
24.4371,137.3000000000005,#f7f4f9,0.09,0.000005867449470379026,
24.4371,137.3900000000005,#f7f4f9,0.09,0.000006126538530055505,
24.4371,137.4800000000005,#f7f4f9,0.09,0.000006221817161492174,
24.4371,137.5700000000005,#f7f4f9,0.09,0.000006145476810298166,
24.4371,137.6600000000005,#f7f4f9,0.09,0.000005903780311128952,
24.4371,137.7500000000005,#f7f4f9,0.09,0.000005516213373664333,
24.4371,137.84000000000052,#f7f4f9,0.09,0,
24.4371,137.93000000000052,#f7f4f9,0.09,0,
24.4371,138.02000000000052,#f7f4f9,0.09,0.000005534167669105815,
24.4371,138.11000000000053,#f7f4f9,0.09,0.000005832293473606146,
24.4371,138.20000000000053,#f7f4f9,0.09,0.000005978093310529953,
24.4371,138.29000000000053,#f7f4f9,0.09,0.00000595967084959759,
24.4371,138.38000000000054,#f7f4f9,0.09,0.000005778539998974634,
24.4371,138.47000000000054,#f7f4f9,0.09,0.000011167519849344878,
24.4371,138.56000000000054,#f7f4f9,0.09,0.000006138769448215065,
24.4371,138.65000000000055,#f7f4f9,0.09,0.000011694798445071897,
24.4371,138.74000000000055,#f7f4f9,0.09,0.000012289335228027173,
24.4371,138.83000000000055,#f7f4f9,0.09,0.000012577485072631678,
24.4371,138.92000000000056,#f7f4f9,0.09,0.000012536918410644933,
24.4371,139.01000000000056,#f7f4f9,0.09,0.000017942261296190873,
24.4371,139.10000000000056,#f7f4f9,0.09,0.00001775873344814212,
24.4371,139.19000000000057,#f7f4f9,0.09,0.000018189971665210364,
24.4371,139.28000000000057,#f7f4f9,0.09,0.000018177432604997556,
24.4371,139.37000000000057,#f7f4f9,0.09,0.000012752173835296573,
24.4371,139.46000000000058,#f7f4f9,0.09,0.000012500701461112509,
24.4371,139.55000000000058,#f7f4f9,0.09,0.000011924863691587038,
24.4371,139.64000000000058,#f7f4f9,0.09,0.000005889347083408017,
24.4371,139.7300000000006,#f7f4f9,0.09,0.0000109715875915643,
24.4371,139.8200000000006,#f7f4f9,0.09,0.000011398875708421476,
24.4371,139.9100000000006,#f7f4f9,0.09,0.00001705938816495272,
24.4371,140.0000000000006,#f7f4f9,0.09,0.000017430058058547117,
24.4371,140.0900000000006,#f7f4f9,0.09,0.00001733708035109353,
24.4371,140.1800000000006,#f7f4f9,0.09,0.000017363035843978576,
24.4371,140.2700000000006,#f7f4f9,0.09,0.00001735806333698088,
24.4371,140.3600000000006,#f7f4f9,0.09,0.000017179228682793553,
24.4371,140.4500000000006,#f7f4f9,0.09,0.000012320772444732192,
24.4371,140.54000000000062,#f7f4f9,0.09,0.000029083643853952524,
24.4371,140.63000000000062,#f7f4f9,0.09,0.00003019822004079462,
24.4371,140.72000000000062,#f7f4f9,0.09,0.00003054174308389545,
24.4371,140.81000000000063,#f7f4f9,0.09,0.00003555792189184665,
24.4371,140.90000000000063,#f7f4f9,0.09,0.00003521075206991854,
24.4371,140.99000000000063,#f7f4f9,0.09,0.00003990696898432266,
24.4371,141.08000000000064,#f7f4f9,0.09,0.000028991358377696924,
24.4371,141.17000000000064,#f7f4f9,0.09,0.00003465162404380132,
24.4371,141.26000000000064,#f7f4f9,0.09,0.000030025830723331024,
24.4371,141.35000000000065,#f7f4f9,0.09,0.00004098016239695789,
24.4371,141.44000000000065,#f7f4f9,0.09,0.000036188513017408495,
