x,y,color,delta,value
39.87950000000001,-75.24130000000008,#00d0e5,0.0016,0.0008495258940434798,
39.87950000000001,-75.23970000000008,#00d0e5,0.0016,0.0009145351764504463,
39.87950000000001,-75.23810000000009,#00d0e5,0.0016,0.000913324078371349,
39.87950000000001,-75.23650000000009,#00d0e5,0.0016,0.0008256822831054083,
39.88110000000001,-75.24610000000007,#00d0e5,0.0016,0.0009289124531137936,
39.88110000000001,-75.24450000000007,#00d0e5,0.0016,0.0012749422616622824,
39.88110000000001,-75.24290000000008,#00d0e5,0.0016,0.0015021210297975953,
39.88110000000001,-75.24130000000008,#00d0e5,0.0016,0.0014971243010433411,
39.88110000000001,-75.23970000000008,#00d0e5,0.0016,0.001329835956002041,
39.88110000000001,-75.23810000000009,#00d0e5,0.0016,0.001132651526415969,
39.88110000000001,-75.23650000000009,#00d0e5,0.0016,0.0009691170997338117,
39.88110000000001,-75.2349000000001,#00d0e5,0.0016,0.000842228586434287,
39.882700000000014,-75.24930000000006,#00d0e5,0.0016,0.000818833932563489,
39.882700000000014,-75.24770000000007,#00d0e5,0.0016,0.001126274978984851,
39.882700000000014,-75.24610000000007,#00d0e5,0.0016,0.001642843273816235,
39.882700000000014,-75.24450000000007,#00d0e5,0.0016,0.0022301117248786,
39.882700000000014,-75.24290000000008,#0089e1,0.0016,0.0025254220317982258,
39.882700000000014,-75.24130000000008,#00d0e5,0.0016,0.0023132848456712727,
39.882700000000014,-75.23970000000008,#00d0e5,0.0016,0.0017759927133474019,
39.882700000000014,-75.23810000000009,#00d0e5,0.0016,0.0012689683943785304,
39.882700000000014,-75.23650000000009,#00d0e5,0.0016,0.0009828061638667077,
39.882700000000014,-75.2349000000001,#00d0e5,0.0016,0.0008845340577546073,
39.882700000000014,-75.2333000000001,#00d0e5,0.0016,0.0008367853357992797,
39.88430000000002,-75.24930000000006,#00d0e5,0.0016,0.0010773359128761254,
39.88430000000002,-75.24770000000007,#00d0e5,0.0016,0.0015215319228793827,
39.88430000000002,-75.24610000000007,#00d0e5,0.0016,0.0022330113706480353,
39.88430000000002,-75.24450000000007,#0089e1,0.0016,0.003006682889919531,
39.88430000000002,-75.24290000000008,#0089e1,0.0016,0.003339026221032514,
