x,y,color,delta,value
39.880300000000005,-75.24410000000007,#00d0e5,0.002,0.001060482215807681,
39.880300000000005,-75.24210000000008,#00d0e5,0.002,0.0012218270848318106,
39.880300000000005,-75.24010000000008,#00d0e5,0.002,0.001177069743305912,
39.880300000000005,-75.23810000000009,#00d0e5,0.002,0.0010447154152467264,
39.880300000000005,-75.23610000000009,#00d0e5,0.002,0.0008791804499799108,
39.88230000000001,-75.24810000000006,#00d0e5,0.002,0.0010192645896029535,
39.88230000000001,-75.24610000000007,#00d0e5,0.002,0.0016235485689606389,
39.88230000000001,-75.24410000000007,#00d0e5,0.002,0.0022664671464982414,
39.88230000000001,-75.24210000000008,#00d0e5,0.002,0.002333175927916091,
39.88230000000001,-75.24010000000008,#00d0e5,0.002,0.0017890864052569394,
39.88230000000001,-75.23810000000009,#00d0e5,0.002,0.0012114336157327636,
39.88230000000001,-75.23610000000009,#00d0e5,0.002,0.0009356538792590732,
39.88230000000001,-75.2341000000001,#00d0e5,0.002,0.0008545646290854685,
39.88430000000001,-75.25010000000006,#00d0e5,0.002,0.0009760718810238675,
39.88430000000001,-75.24810000000006,#00d0e5,0.002,0.0014806350878888606,
39.88430000000001,-75.24610000000007,#00d0e5,0.002,0.002381706680630664,
39.88430000000001,-75.24410000000007,#0089e1,0.002,0.003268359434597315,
39.88430000000001,-75.24210000000008,#0089e1,0.002,0.0032161903400967427,
39.88430000000001,-75.24010000000008,#00d0e5,0.002,0.002208009776259893,
39.88430000000001,-75.23810000000009,#00d0e5,0.002,0.0012166837589955423,
39.88430000000001,-75.23610000000009,#00d0e5,0.002,0.0008177856466614162,
39.88630000000001,-75.25010000000006,#00d0e5,0.002,0.0009450552100032691,
39.88630000000001,-75.24810000000006,#00d0e5,0.002,0.00146925051708366,
39.88630000000001,-75.24610000000007,#00d0e5,0.002,0.002328497321783431,
39.88630000000001,-75.24410000000007,#0089e1,0.002,0.003125250233253486,
39.88630000000001,-75.24210000000008,#0089e1,0.002,0.0030122789564098838,
39.88630000000001,-75.24010000000008,#00d0e5,0.002,0.0019963835312811116,
39.88630000000001,-75.23810000000009,#00d0e5,0.002,0.0010179742499339499,
39.888300000000015,-75.24810000000006,#00d0e5,0.002,0.0010585200664421303,
39.888300000000015,-75.24610000000007,#00d0e5,0.002,0.0015898040993331632,
39.888300000000015,-75.24410000000007,#00d0e5,0.002,0.00204411623751052,
39.888300000000015,-75.24210000000008,#00d0e5,0.002,0.001947542824763566,
39.888300000000015,-75.24010000000008,#00d0e5,0.002,0.0013221369221042055,
